,id,price,zipcode,price,zip_per_region_price_median,sell_price,profit
0,7129300520,221900.0,98178,221900.0,281000.0,288470.0,66570.0
1,4060000240,205425.0,98178,205425.0,272000.0,267052.5,61627.5
2,4058801670,445000.0,98178,445000.0,272000.0,489500.00000000006,44500.0
3,2976800796,236000.0,98178,236000.0,281000.0,306800.0,70800.0
4,6874200960,170000.0,98178,170000.0,265000.0,221000.0,51000.0
5,4268200055,245000.0,98178,245000.0,285000.0,318500.0,73500.0
6,3969300030,165000.0,98178,165000.0,272000.0,214500.0,49500.0
7,1678400105,339000.0,98178,339000.0,265000.0,372900.00000000006,33900.0
8,2172000075,290900.0,98178,290900.0,272000.0,319990.0,29090.0
9,1180003090,190000.0,98178,190000.0,272000.0,247000.0,57000.0
10,561000075,260000.0,98178,260000.0,265000.0,338000.0,78000.0
11,1123049053,360000.0,98178,360000.0,265000.0,396000.00000000006,36000.0
12,7812800565,289500.0,98178,289500.0,272000.0,318450.0,28950.0
13,3348401740,188000.0,98178,188000.0,265000.0,244400.0,56400.0
14,2171400197,350000.0,98178,350000.0,272000.0,385000.00000000006,35000.0
15,5476200160,164808.0,98178,164808.0,272000.0,214250.4,49442.4
16,9368700223,310000.0,98178,310000.0,265000.0,341000.0,31000.0
17,7567600045,825000.0,98178,825000.0,272000.0,907500.0000000001,82500.0
18,2171400126,269000.0,98178,269000.0,285000.0,349700.0,80700.0
19,3352402236,252500.0,98178,252500.0,281000.0,328250.0,75750.0
20,8069000075,790000.0,98178,790000.0,265000.0,869000.0000000001,79000.0
21,7812800310,260000.0,98178,260000.0,272000.0,338000.0,78000.0
22,2171400218,245000.0,98178,245000.0,285000.0,318500.0,73500.0
23,8073000550,1700000.0,98178,1700000.0,285000.0,1870000.0000000002,170000.0
24,4058800830,612000.0,98178,612000.0,265000.0,673200.0,61200.0
25,9368700341,285000.0,98178,285000.0,272000.0,313500.0,28500.0
26,1180002378,299000.0,98178,299000.0,281000.0,328900.0,29900.0
27,185000118,212000.0,98178,212000.0,265000.0,275600.0,63600.0
28,3810000860,240000.0,98178,240000.0,285000.0,312000.0,72000.0
29,3810000565,255000.0,98178,255000.0,272000.0,331500.0,76500.0
30,1180500070,335000.0,98178,335000.0,281000.0,368500.00000000006,33500.0
31,179000350,194000.0,98178,194000.0,281000.0,252200.0,58200.0
32,3810000202,251700.0,98178,251700.0,272000.0,327210.0,75510.0
33,4058802105,150000.0,98178,150000.0,272000.0,195000.0,45000.0
34,2976800550,280005.0,98178,280005.0,285000.0,364006.5,84001.5
35,3810000465,243000.0,98178,243000.0,285000.0,315900.0,72900.0
36,7129300400,400000.0,98178,400000.0,272000.0,440000.00000000006,40000.0
37,7878400135,355000.0,98178,355000.0,281000.0,390500.00000000006,35500.0
38,7887200390,294000.0,98178,294000.0,281000.0,323400.0,29400.0
39,179003055,210000.0,98178,210000.0,281000.0,273000.0,63000.0
40,3352400004,184500.0,98178,184500.0,265000.0,239850.0,55350.0
41,3352401981,199000.0,98178,199000.0,285000.0,258700.0,59700.0
42,393000045,415000.0,98178,415000.0,265000.0,456500.00000000006,41500.0
43,2144800215,285000.0,98178,285000.0,285000.0,313500.0,28500.0
44,5476200123,200000.0,98178,200000.0,272000.0,260000.0,60000.0
45,8073000495,700000.0,98178,700000.0,281000.0,770000.0000000001,70000.0
46,3800008,178000.0,98178,178000.0,265000.0,231400.0,53400.0
47,2172000750,160000.0,98178,160000.0,285000.0,208000.0,48000.0
48,7813200115,100000.0,98178,100000.0,272000.0,130000.0,30000.0
49,4058801240,330000.0,98178,330000.0,281000.0,363000.00000000006,33000.0
50,9282801720,355000.0,98178,355000.0,265000.0,390500.00000000006,35500.0
51,3352402250,119900.0,98178,119900.0,281000.0,155870.0,35970.0
52,7657000165,200000.0,98178,200000.0,272000.0,260000.0,60000.0
53,561000300,345100.0,98178,345100.0,272000.0,379610.00000000006,34510.0
54,399000195,200000.0,98178,200000.0,281000.0,260000.0,60000.0
55,3348401584,210000.0,98178,210000.0,272000.0,273000.0,63000.0
56,1159100100,359950.0,98178,359950.0,285000.0,395945.00000000006,35995.0
57,8073000265,360000.0,98178,360000.0,272000.0,396000.00000000006,36000.0
58,399000025,265000.0,98178,265000.0,285000.0,344500.0,79500.0
59,9368700031,195000.0,98178,195000.0,285000.0,253500.0,58500.0
60,1180500100,353000.0,98178,353000.0,272000.0,388300.00000000006,35300.0
61,3991400080,499900.0,98178,499900.0,281000.0,549890.0,49990.0
62,3352402195,169000.0,98178,169000.0,272000.0,219700.0,50700.0
63,2328800130,220000.0,98178,220000.0,281000.0,286000.0,66000.0
64,9282801950,279000.0,98178,279000.0,272000.0,306900.0,27900.0
65,3348401319,372500.0,98178,372500.0,285000.0,409750.00000000006,37250.0
66,8068000585,235000.0,98178,235000.0,272000.0,305500.0,70500.0
67,623059016,1100000.0,98178,1100000.0,272000.0,1210000.0,110000.0
68,7129300420,258000.0,98178,258000.0,281000.0,335400.0,77400.0
69,4060000440,241000.0,98178,241000.0,265000.0,313300.0,72300.0
70,185000161,261000.0,98178,261000.0,281000.0,339300.0,78300.0
71,7878400022,390000.0,98178,390000.0,285000.0,429000.00000000006,39000.0
72,4141680190,375000.0,98178,375000.0,272000.0,412500.00000000006,37500.0
73,3810000020,352000.0,98178,352000.0,265000.0,387200.00000000006,35200.0
74,4058801310,287000.0,98178,287000.0,281000.0,315700.0,28700.0
75,8068000305,241000.0,98178,241000.0,281000.0,313300.0,72300.0
76,8067000020,295000.0,98178,295000.0,285000.0,324500.0,29500.0
77,4058801702,800000.0,98178,800000.0,265000.0,880000.0000000001,80000.0
78,9368700006,375000.0,98178,375000.0,285000.0,412500.00000000006,37500.0
79,1180008315,212000.0,98178,212000.0,272000.0,275600.0,63600.0
80,3810000480,350000.0,98178,350000.0,272000.0,385000.00000000006,35000.0
81,4327600010,336000.0,98178,336000.0,265000.0,369600.00000000006,33600.0
82,3878900185,303100.0,98178,303100.0,281000.0,333410.0,30310.0
83,8069000216,356200.0,98178,356200.0,272000.0,391820.00000000006,35620.0
84,7657000225,205000.0,98178,205000.0,272000.0,266500.0,61500.0
85,4058200630,353000.0,98178,353000.0,281000.0,388300.00000000006,35300.0
86,7130300170,552000.0,98178,552000.0,285000.0,607200.0,55200.0
87,6706200130,343000.0,98178,343000.0,285000.0,377300.00000000006,34300.0
88,1823059106,288250.0,98178,288250.0,285000.0,317075.0,28825.0
89,3352400330,216000.0,98178,216000.0,285000.0,280800.0,64800.0
90,3810000455,340000.0,98178,340000.0,272000.0,374000.00000000006,34000.0
91,4136800205,258000.0,98178,258000.0,265000.0,335400.0,77400.0
92,4058200985,472000.0,98178,472000.0,272000.0,519200.00000000006,47200.0
93,7812800865,170000.0,98178,170000.0,281000.0,221000.0,51000.0
94,7657600195,199950.0,98178,199950.0,281000.0,259935.0,59985.0
95,1180000625,315000.0,98178,315000.0,281000.0,346500.0,31500.0
96,7812801115,153000.0,98178,153000.0,285000.0,198900.0,45900.0
97,9282800065,203000.0,98178,203000.0,285000.0,263900.0,60900.0
98,3348401095,210000.0,98178,210000.0,285000.0,273000.0,63000.0
99,3878900815,361000.0,98178,361000.0,285000.0,397100.00000000006,36100.0
100,8068000730,315000.0,98178,315000.0,272000.0,346500.0,31500.0
101,9218400088,495000.0,98178,495000.0,281000.0,544500.0,49500.0
102,2144800615,190000.0,98178,190000.0,272000.0,247000.0,57000.0
103,2520900301,239300.0,98178,239300.0,281000.0,311090.0,71790.0
104,2172000846,248000.0,98178,248000.0,285000.0,322400.0,74400.0
105,7657600025,289900.0,98178,289900.0,265000.0,318890.0,28990.0
106,7812800515,159075.0,98178,159075.0,281000.0,206797.5,47722.5
107,7689600650,323500.0,98178,323500.0,272000.0,355850.0,32350.0
108,4058801225,350000.0,98178,350000.0,281000.0,385000.00000000006,35000.0
109,3352400325,225000.0,98178,225000.0,272000.0,292500.0,67500.0
110,1180007005,265950.0,98178,265950.0,272000.0,345735.0,79785.0
111,372000040,304000.0,98178,304000.0,281000.0,334400.0,30400.0
112,3878900395,323000.0,98178,323000.0,272000.0,355300.0,32300.0
113,179001425,230000.0,98178,230000.0,281000.0,299000.0,69000.0
114,4058801065,272000.0,98178,272000.0,272000.0,299200.0,27200.0
115,2976800115,349170.0,98178,349170.0,281000.0,384087.00000000006,34917.0
116,7812800775,264250.0,98178,264250.0,272000.0,343525.0,79275.0
117,4059400265,339950.0,98178,339950.0,281000.0,373945.00000000006,33995.0
118,7390400026,315000.0,98178,315000.0,281000.0,346500.0,31500.0
119,2144800117,270000.0,98178,270000.0,272000.0,351000.0,81000.0
120,4058801230,256000.0,98178,256000.0,265000.0,332800.0,76800.0
121,1123049129,284200.0,98178,284200.0,265000.0,312620.0,28420.0
122,7812801925,230000.0,98178,230000.0,272000.0,299000.0,69000.0
123,5476800069,292050.0,98178,292050.0,285000.0,321255.0,29205.0
124,4440400125,228000.0,98178,228000.0,285000.0,296400.0,68400.0
125,9282800075,339000.0,98178,339000.0,265000.0,372900.00000000006,33900.0
126,1180002075,235000.0,98178,235000.0,272000.0,305500.0,70500.0
127,3878900270,466000.0,98178,466000.0,285000.0,512600.00000000006,46600.0
128,179000505,257000.0,98178,257000.0,281000.0,334100.0,77100.0
129,7812800681,166000.0,98178,166000.0,265000.0,215800.0,49800.0
130,1180000885,340500.0,98178,340500.0,281000.0,374550.00000000006,34050.0
131,1180002735,269000.0,98178,269000.0,281000.0,349700.0,80700.0
132,2976800700,301350.0,98178,301350.0,285000.0,331485.0,30135.0
133,179000240,290500.0,98178,290500.0,285000.0,319550.0,29050.0
134,2045400075,415000.0,98178,415000.0,272000.0,456500.00000000006,41500.0
135,4279900140,251000.0,98178,251000.0,281000.0,326300.0,75300.0
136,7390400069,450000.0,98178,450000.0,285000.0,495000.00000000006,45000.0
137,3348401382,318000.0,98178,318000.0,265000.0,349800.0,31800.0
138,3352401090,238950.0,98178,238950.0,281000.0,310635.0,71685.0
